ts,cpu_info
2018-01-28 18:48:24,1
2018-01-28 18:48:24,1
2018-01-28 18:48:24,1
2018-01-28 18:48:24,1
2018-01-28 18:48:24,1
2018-01-28 18:48:24,1
2018-01-28 18:48:24,1
2018-01-28 18:48:25,1
2018-01-28 18:48:25,1
2018-01-28 18:48:25,1
2018-01-28 18:48:25,1
2018-01-28 18:48:25,1
2018-01-28 18:48:25,1
2018-01-28 18:48:25,1
2018-01-28 18:48:26,1
2018-01-28 18:48:26,27
2018-01-28 18:48:26,27
2018-01-28 18:48:26,27
2018-01-28 18:48:26,27
2018-01-28 18:48:26,27
