ts,cpu_info
2018-01-28 18:49:11,1
2018-01-28 18:49:13,1
2018-01-28 18:49:15,1
2018-01-28 18:49:17,1
2018-01-28 18:49:19,61
2018-01-28 18:49:21,61
2018-01-28 18:49:23,61
2018-01-28 18:49:25,61
2018-01-28 18:49:27,156
2018-01-28 18:49:29,156
2018-01-28 18:49:32,156
2018-01-28 18:49:34,61
2018-01-28 18:49:36,61
2018-01-28 18:49:38,61
2018-01-28 18:49:40,40
2018-01-28 18:49:42,40
2018-01-28 18:49:44,40
2018-01-28 18:49:46,53
2018-01-28 18:49:48,53
2018-01-28 18:49:51,53
