time,cpu_info
2018-01-28 18:55:10,50
2018-01-28 18:55:12,50
2018-01-28 18:55:14,50
2018-01-28 18:55:16,50
2018-01-28 18:55:18,50
2018-01-28 18:55:20,50
2018-01-28 18:55:23,50
2018-01-28 18:55:25,50
2018-01-28 18:55:27,50
2018-01-28 18:55:29,50
2018-01-28 18:55:31,50
2018-01-28 18:55:33,50
2018-01-28 18:55:35,50
2018-01-28 18:55:37,50
2018-01-28 18:55:39,50
2018-01-28 18:55:41,50
2018-01-28 18:55:43,50
2018-01-28 18:55:46,50
2018-01-28 18:55:48,50
2018-01-28 18:55:50,50
