time,cpu_info
2018-01-28 18:54:09,50
2018-01-28 18:54:10,50
2018-01-28 18:54:11,50
2018-01-28 18:54:13,50
2018-01-28 18:54:14,50
2018-01-28 18:54:15,50
2018-01-28 18:54:16,50
2018-01-28 18:54:17,50
2018-01-28 18:54:18,50
2018-01-28 18:54:19,50
2018-01-28 18:54:20,50
2018-01-28 18:54:21,50
2018-01-28 18:54:23,50
2018-01-28 18:54:24,50
2018-01-28 18:54:25,50
2018-01-28 18:54:26,50
2018-01-28 18:54:27,50
2018-01-28 18:54:28,50
2018-01-28 18:54:29,50
2018-01-28 18:54:30,50
