time,app_traffic
2018-01-29_03:13:01,1840415887
2018-01-29_03:13:02,1840415887
2018-01-29_03:13:02,1840415887
2018-01-29_03:13:03,1840415887
2018-01-29_03:13:03,1840415887
2018-01-29_03:13:03,1840415887
2018-01-29_03:13:04,1840415887
2018-01-29_03:13:04,1840415887
2018-01-29_03:13:04,1840415887
2018-01-29_03:13:05,1840415887
