time,cpu_info
2018-01-28 18:52:24,1
2018-01-28 18:52:26,1
2018-01-28 18:52:27,1
2018-01-28 18:52:28,1
2018-01-28 18:52:29,1
2018-01-28 18:52:30,1
2018-01-28 18:52:31,1
2018-01-28 18:52:32,1
2018-01-28 18:52:33,1
2018-01-28 18:52:34,1
2018-01-28 18:52:35,1
2018-01-28 18:52:36,1
2018-01-28 18:52:37,1
2018-01-28 18:52:39,1
2018-01-28 18:52:40,1
2018-01-28 18:52:41,1
2018-01-28 18:52:42,1
2018-01-28 18:52:43,1
2018-01-28 18:52:44,1
2018-01-28 18:52:45,1
